kri_id,source_stage,domain,metric_id,window_id,frequency,population_scope,observed_value,reference_value,delta,status,threshold_id,threshold_version,sample_eligible,persistence_key,persistence_count,persistence_state,claim_boundary
E5-CALIBRATION_GAP-2017-12,E5,CALIBRATION,CALIBRATION_GAP,2017-12,monthly,LANE_A_C8E_MATCHED_SCORED,0.0287298025889287,0.0,0.0287298025889287,AMBER,E0-THR-CALGAP,E0-1.0.1,True,CALIBRATION_GAP|LANE_A|monthly,3,ESCALATION,CALIBRATION monitoring; no production claim
E5-CALIBRATION_SLOPE-OOT,E5,CALIBRATION,CALIBRATION_SLOPE,OOT,annual,LANE_A_C8E_MATCHED_SCORED,1.2507071775766894,1.0,0.25070717757668937,AMBER,E0-THR-CALSLOPE,E0-1.0.1,True,CALIBRATION_SLOPE|LANE_A|annual,1,INVESTIGATE,CALIBRATION monitoring; no production claim
E5-CALIBRATION_SLOPE-2017Q1,E5,CALIBRATION,CALIBRATION_SLOPE,2017Q1,quarterly,LANE_A_C8E_MATCHED_SCORED,1.2335869597896294,1.0,0.2335869597896294,GREEN,E0-THR-CALSLOPE,E0-1.0.1,True,CALIBRATION_SLOPE|LANE_A|quarterly,1,NONE,CALIBRATION monitoring; no production claim
E5-CALIBRATION_SLOPE-2017Q2,E5,CALIBRATION,CALIBRATION_SLOPE,2017Q2,quarterly,LANE_A_C8E_MATCHED_SCORED,1.2240166601964688,1.0,0.22401666019646882,GREEN,E0-THR-CALSLOPE,E0-1.0.1,True,CALIBRATION_SLOPE|LANE_A|quarterly,1,NONE,CALIBRATION monitoring; no production claim
E5-CALIBRATION_SLOPE-2017Q3,E5,CALIBRATION,CALIBRATION_SLOPE,2017Q3,quarterly,LANE_A_C8E_MATCHED_SCORED,1.283510401213294,1.0,0.28351040121329407,AMBER,E0-THR-CALSLOPE,E0-1.0.1,True,CALIBRATION_SLOPE|LANE_A|quarterly,1,INVESTIGATE,CALIBRATION monitoring; no production claim
E5-CALIBRATION_SLOPE-2017Q4,E5,CALIBRATION,CALIBRATION_SLOPE,2017Q4,quarterly,LANE_A_C8E_MATCHED_SCORED,1.2631310430189897,1.0,0.2631310430189897,AMBER,E0-THR-CALSLOPE,E0-1.0.1,True,CALIBRATION_SLOPE|LANE_A|quarterly,2,WATCH,CALIBRATION monitoring; no production claim
E5-CALIBRATION_SLOPE-2017-01,E5,CALIBRATION,CALIBRATION_SLOPE,2017-01,monthly,LANE_A_C8E_MATCHED_SCORED,1.2947068852686867,1.0,0.2947068852686867,AMBER,E0-THR-CALSLOPE,E0-1.0.1,True,CALIBRATION_SLOPE|LANE_A|monthly,1,INVESTIGATE,CALIBRATION monitoring; no production claim
E5-CALIBRATION_SLOPE-2017-02,E5,CALIBRATION,CALIBRATION_SLOPE,2017-02,monthly,LANE_A_C8E_MATCHED_SCORED,1.2244418931027763,1.0,0.2244418931027763,GREEN,E0-THR-CALSLOPE,E0-1.0.1,True,CALIBRATION_SLOPE|LANE_A|monthly,1,NONE,CALIBRATION monitoring; no production claim
E5-CALIBRATION_SLOPE-2017-03,E5,CALIBRATION,CALIBRATION_SLOPE,2017-03,monthly,LANE_A_C8E_MATCHED_SCORED,1.185635051126737,1.0,0.18563505112673706,GREEN,E0-THR-CALSLOPE,E0-1.0.1,True,CALIBRATION_SLOPE|LANE_A|monthly,1,NONE,CALIBRATION monitoring; no production claim
E5-CALIBRATION_SLOPE-2017-04,E5,CALIBRATION,CALIBRATION_SLOPE,2017-04,monthly,LANE_A_C8E_MATCHED_SCORED,1.2046552454107615,1.0,0.20465524541076152,GREEN,E0-THR-CALSLOPE,E0-1.0.1,True,CALIBRATION_SLOPE|LANE_A|monthly,1,NONE,CALIBRATION monitoring; no production claim
E5-CALIBRATION_SLOPE-2017-05,E5,CALIBRATION,CALIBRATION_SLOPE,2017-05,monthly,LANE_A_C8E_MATCHED_SCORED,1.1809263873313705,1.0,0.18092638733137045,GREEN,E0-THR-CALSLOPE,E0-1.0.1,True,CALIBRATION_SLOPE|LANE_A|monthly,1,NONE,CALIBRATION monitoring; no production claim
E5-CALIBRATION_SLOPE-2017-06,E5,CALIBRATION,CALIBRATION_SLOPE,2017-06,monthly,LANE_A_C8E_MATCHED_SCORED,1.2908526164261678,1.0,0.2908526164261678,AMBER,E0-THR-CALSLOPE,E0-1.0.1,True,CALIBRATION_SLOPE|LANE_A|monthly,1,INVESTIGATE,CALIBRATION monitoring; no production claim
E5-CALIBRATION_SLOPE-2017-07,E5,CALIBRATION,CALIBRATION_SLOPE,2017-07,monthly,LANE_A_C8E_MATCHED_SCORED,1.2901449512865504,1.0,0.2901449512865504,AMBER,E0-THR-CALSLOPE,E0-1.0.1,True,CALIBRATION_SLOPE|LANE_A|monthly,2,WATCH,CALIBRATION monitoring; no production claim
E5-CALIBRATION_SLOPE-2017-08,E5,CALIBRATION,CALIBRATION_SLOPE,2017-08,monthly,LANE_A_C8E_MATCHED_SCORED,1.277925119721385,1.0,0.277925119721385,AMBER,E0-THR-CALSLOPE,E0-1.0.1,True,CALIBRATION_SLOPE|LANE_A|monthly,3,ESCALATION,CALIBRATION monitoring; no production claim
E5-CALIBRATION_SLOPE-2017-09,E5,CALIBRATION,CALIBRATION_SLOPE,2017-09,monthly,LANE_A_C8E_MATCHED_SCORED,1.2836358672741268,1.0,0.2836358672741268,AMBER,E0-THR-CALSLOPE,E0-1.0.1,True,CALIBRATION_SLOPE|LANE_A|monthly,4,ESCALATION,CALIBRATION monitoring; no production claim
E5-CALIBRATION_SLOPE-2017-10,E5,CALIBRATION,CALIBRATION_SLOPE,2017-10,monthly,LANE_A_C8E_MATCHED_SCORED,1.3585283041585752,1.0,0.3585283041585752,RED,E0-THR-CALSLOPE,E0-1.0.1,True,CALIBRATION_SLOPE|LANE_A|monthly,1,INVESTIGATE,CALIBRATION monitoring; no production claim
E5-CALIBRATION_SLOPE-2017-11,E5,CALIBRATION,CALIBRATION_SLOPE,2017-11,monthly,LANE_A_C8E_MATCHED_SCORED,1.1706493377483371,1.0,0.17064933774833713,GREEN,E0-THR-CALSLOPE,E0-1.0.1,True,CALIBRATION_SLOPE|LANE_A|monthly,1,NONE,CALIBRATION monitoring; no production claim
E5-CALIBRATION_SLOPE-2017-12,E5,CALIBRATION,CALIBRATION_SLOPE,2017-12,monthly,LANE_A_C8E_MATCHED_SCORED,1.2698844402553675,1.0,0.2698844402553675,AMBER,E0-THR-CALSLOPE,E0-1.0.1,True,CALIBRATION_SLOPE|LANE_A|monthly,1,INVESTIGATE,CALIBRATION monitoring; no production claim
E5-AUC_DROP-OOT,E5,DISCRIMINATION,AUC_DROP,OOT,annual,LANE_A_C8E_MATCHED_SCORED,-0.03381456014417383,0.0,-0.03381456014417383,GREEN,E0-THR-AUC,E0-1.0.1,True,AUC_DROP|LANE_A|annual,1,NONE,aggregate performance monitoring
E5-KS_DROP-OOT,E5,DISCRIMINATION,KS_DROP,OOT,annual,LANE_A_C8E_MATCHED_SCORED,-0.07110417124034596,0.0,-0.07110417124034596,GREEN,E0-THR-KS,E0-1.0.1,True,KS_DROP|LANE_A|annual,1,NONE,aggregate performance monitoring
E5-AUC_DROP-2017Q1,E5,DISCRIMINATION,AUC_DROP,2017Q1,quarterly,LANE_A_C8E_MATCHED_SCORED,-0.026396193813280955,0.0,-0.026396193813280955,GREEN,E0-THR-AUC,E0-1.0.1,True,AUC_DROP|LANE_A|quarterly,1,NONE,aggregate performance monitoring
E5-KS_DROP-2017Q1,E5,DISCRIMINATION,KS_DROP,2017Q1,quarterly,LANE_A_C8E_MATCHED_SCORED,-0.054846989997344164,0.0,-0.054846989997344164,GREEN,E0-THR-KS,E0-1.0.1,True,KS_DROP|LANE_A|quarterly,1,NONE,aggregate performance monitoring
E5-AUC_DROP-2017Q2,E5,DISCRIMINATION,AUC_DROP,2017Q2,quarterly,LANE_A_C8E_MATCHED_SCORED,-0.02494867662778477,0.0,-0.02494867662778477,GREEN,E0-THR-AUC,E0-1.0.1,True,AUC_DROP|LANE_A|quarterly,1,NONE,aggregate performance monitoring
E5-KS_DROP-2017Q2,E5,DISCRIMINATION,KS_DROP,2017Q2,quarterly,LANE_A_C8E_MATCHED_SCORED,-0.05597756236782858,0.0,-0.05597756236782858,GREEN,E0-THR-KS,E0-1.0.1,True,KS_DROP|LANE_A|quarterly,1,NONE,aggregate performance monitoring
E5-AUC_DROP-2017Q3,E5,DISCRIMINATION,AUC_DROP,2017Q3,quarterly,LANE_A_C8E_MATCHED_SCORED,-0.04312670824981668,0.0,-0.04312670824981668,GREEN,E0-THR-AUC,E0-1.0.1,True,AUC_DROP|LANE_A|quarterly,1,NONE,aggregate performance monitoring
E5-KS_DROP-2017Q3,E5,DISCRIMINATION,KS_DROP,2017Q3,quarterly,LANE_A_C8E_MATCHED_SCORED,-0.09630044286266415,0.0,-0.09630044286266415,GREEN,E0-THR-KS,E0-1.0.1,True,KS_DROP|LANE_A|quarterly,1,NONE,aggregate performance monitoring
E5-AUC_DROP-2017Q4,E5,DISCRIMINATION,AUC_DROP,2017Q4,quarterly,LANE_A_C8E_MATCHED_SCORED,-0.04208213827321572,0.0,-0.04208213827321572,GREEN,E0-THR-AUC,E0-1.0.1,True,AUC_DROP|LANE_A|quarterly,1,NONE,aggregate performance monitoring
E5-KS_DROP-2017Q4,E5,DISCRIMINATION,KS_DROP,2017Q4,quarterly,LANE_A_C8E_MATCHED_SCORED,-0.08787016299378037,0.0,-0.08787016299378037,GREEN,E0-THR-KS,E0-1.0.1,True,KS_DROP|LANE_A|quarterly,1,NONE,aggregate performance monitoring
E5-AUC_DROP-2017-01,E5,DISCRIMINATION,AUC_DROP,2017-01,monthly,LANE_A_C8E_MATCHED_SCORED,-0.03456736146400996,0.0,-0.03456736146400996,GREEN,E0-THR-AUC,E0-1.0.1,True,AUC_DROP|LANE_A|monthly,1,NONE,aggregate performance monitoring
E5-KS_DROP-2017-01,E5,DISCRIMINATION,KS_DROP,2017-01,monthly,LANE_A_C8E_MATCHED_SCORED,-0.07758246698577487,0.0,-0.07758246698577487,GREEN,E0-THR-KS,E0-1.0.1,True,KS_DROP|LANE_A|monthly,1,NONE,aggregate performance monitoring
E5-AUC_DROP-2017-02,E5,DISCRIMINATION,AUC_DROP,2017-02,monthly,LANE_A_C8E_MATCHED_SCORED,-0.02401631855063957,0.0,-0.02401631855063957,GREEN,E0-THR-AUC,E0-1.0.1,True,AUC_DROP|LANE_A|monthly,1,NONE,aggregate performance monitoring
E5-KS_DROP-2017-02,E5,DISCRIMINATION,KS_DROP,2017-02,monthly,LANE_A_C8E_MATCHED_SCORED,-0.052439964365535,0.0,-0.052439964365535,GREEN,E0-THR-KS,E0-1.0.1,True,KS_DROP|LANE_A|monthly,1,NONE,aggregate performance monitoring
E5-AUC_DROP-2017-03,E5,DISCRIMINATION,AUC_DROP,2017-03,monthly,LANE_A_C8E_MATCHED_SCORED,-0.020723541925500744,0.0,-0.020723541925500744,GREEN,E0-THR-AUC,E0-1.0.1,True,AUC_DROP|LANE_A|monthly,1,NONE,aggregate performance monitoring
E5-KS_DROP-2017-03,E5,DISCRIMINATION,KS_DROP,2017-03,monthly,LANE_A_C8E_MATCHED_SCORED,-0.043525165179196246,0.0,-0.043525165179196246,GREEN,E0-THR-KS,E0-1.0.1,True,KS_DROP|LANE_A|monthly,1,NONE,aggregate performance monitoring
E5-AUC_DROP-2017-04,E5,DISCRIMINATION,AUC_DROP,2017-04,monthly,LANE_A_C8E_MATCHED_SCORED,-0.023824655741063294,0.0,-0.023824655741063294,GREEN,E0-THR-AUC,E0-1.0.1,True,AUC_DROP|LANE_A|monthly,1,NONE,aggregate performance monitoring
E5-KS_DROP-2017-04,E5,DISCRIMINATION,KS_DROP,2017-04,monthly,LANE_A_C8E_MATCHED_SCORED,-0.05727877716262575,0.0,-0.05727877716262575,GREEN,E0-THR-KS,E0-1.0.1,True,KS_DROP|LANE_A|monthly,1,NONE,aggregate performance monitoring
E5-AUC_DROP-2017-05,E5,DISCRIMINATION,AUC_DROP,2017-05,monthly,LANE_A_C8E_MATCHED_SCORED,-0.014079647878150747,0.0,-0.014079647878150747,GREEN,E0-THR-AUC,E0-1.0.1,True,AUC_DROP|LANE_A|monthly,1,NONE,aggregate performance monitoring
E5-KS_DROP-2017-05,E5,DISCRIMINATION,KS_DROP,2017-05,monthly,LANE_A_C8E_MATCHED_SCORED,-0.037343090958306235,0.0,-0.037343090958306235,GREEN,E0-THR-KS,E0-1.0.1,True,KS_DROP|LANE_A|monthly,1,NONE,aggregate performance monitoring
E5-AUC_DROP-2017-06,E5,DISCRIMINATION,AUC_DROP,2017-06,monthly,LANE_A_C8E_MATCHED_SCORED,-0.03775475675847584,0.0,-0.03775475675847584,GREEN,E0-THR-AUC,E0-1.0.1,True,AUC_DROP|LANE_A|monthly,1,NONE,aggregate performance monitoring
E5-KS_DROP-2017-06,E5,DISCRIMINATION,KS_DROP,2017-06,monthly,LANE_A_C8E_MATCHED_SCORED,-0.08734054632051358,0.0,-0.08734054632051358,GREEN,E0-THR-KS,E0-1.0.1,True,KS_DROP|LANE_A|monthly,1,NONE,aggregate performance monitoring
E5-AUC_DROP-2017-07,E5,DISCRIMINATION,AUC_DROP,2017-07,monthly,LANE_A_C8E_MATCHED_SCORED,-0.0451507450807509,0.0,-0.0451507450807509,GREEN,E0-THR-AUC,E0-1.0.1,True,AUC_DROP|LANE_A|monthly,1,NONE,aggregate performance monitoring
E5-KS_DROP-2017-07,E5,DISCRIMINATION,KS_DROP,2017-07,monthly,LANE_A_C8E_MATCHED_SCORED,-0.10115082628392436,0.0,-0.10115082628392436,GREEN,E0-THR-KS,E0-1.0.1,True,KS_DROP|LANE_A|monthly,1,NONE,aggregate performance monitoring
E5-AUC_DROP-2017-08,E5,DISCRIMINATION,AUC_DROP,2017-08,monthly,LANE_A_C8E_MATCHED_SCORED,-0.036009406118345244,0.0,-0.036009406118345244,GREEN,E0-THR-AUC,E0-1.0.1,True,AUC_DROP|LANE_A|monthly,1,NONE,aggregate performance monitoring
E5-KS_DROP-2017-08,E5,DISCRIMINATION,KS_DROP,2017-08,monthly,LANE_A_C8E_MATCHED_SCORED,-0.08274894671687005,0.0,-0.08274894671687005,GREEN,E0-THR-KS,E0-1.0.1,True,KS_DROP|LANE_A|monthly,1,NONE,aggregate performance monitoring
E5-AUC_DROP-2017-09,E5,DISCRIMINATION,AUC_DROP,2017-09,monthly,LANE_A_C8E_MATCHED_SCORED,-0.04742214138689749,0.0,-0.04742214138689749,GREEN,E0-THR-AUC,E0-1.0.1,True,AUC_DROP|LANE_A|monthly,1,NONE,aggregate performance monitoring
E5-KS_DROP-2017-09,E5,DISCRIMINATION,KS_DROP,2017-09,monthly,LANE_A_C8E_MATCHED_SCORED,-0.1059434035726915,0.0,-0.1059434035726915,GREEN,E0-THR-KS,E0-1.0.1,True,KS_DROP|LANE_A|monthly,1,NONE,aggregate performance monitoring
E5-AUC_DROP-2017-10,E5,DISCRIMINATION,AUC_DROP,2017-10,monthly,LANE_A_C8E_MATCHED_SCORED,-0.05677284840952923,0.0,-0.05677284840952923,GREEN,E0-THR-AUC,E0-1.0.1,True,AUC_DROP|LANE_A|monthly,1,NONE,aggregate performance monitoring
E5-KS_DROP-2017-10,E5,DISCRIMINATION,KS_DROP,2017-10,monthly,LANE_A_C8E_MATCHED_SCORED,-0.108622672077896,0.0,-0.108622672077896,GREEN,E0-THR-KS,E0-1.0.1,True,KS_DROP|LANE_A|monthly,1,NONE,aggregate performance monitoring
E5-AUC_DROP-2017-11,E5,DISCRIMINATION,AUC_DROP,2017-11,monthly,LANE_A_C8E_MATCHED_SCORED,-0.026139558459899348,0.0,-0.026139558459899348,GREEN,E0-THR-AUC,E0-1.0.1,True,AUC_DROP|LANE_A|monthly,1,NONE,aggregate performance monitoring
E5-KS_DROP-2017-11,E5,DISCRIMINATION,KS_DROP,2017-11,monthly,LANE_A_C8E_MATCHED_SCORED,-0.075249412822192,0.0,-0.075249412822192,GREEN,E0-THR-KS,E0-1.0.1,True,KS_DROP|LANE_A|monthly,1,NONE,aggregate performance monitoring
E5-AUC_DROP-2017-12,E5,DISCRIMINATION,AUC_DROP,2017-12,monthly,LANE_A_C8E_MATCHED_SCORED,-0.04367524477192941,0.0,-0.04367524477192941,GREEN,E0-THR-AUC,E0-1.0.1,True,AUC_DROP|LANE_A|monthly,1,NONE,aggregate performance monitoring
